t,Ip,Ii,gt
452.0,106.58403,172.762,2.2666523
453.0,108.47223,175.0492,2.3203824
454.0,110.24393,177.37527,2.3594446
455.0,111.88264,179.73148,2.3857183
456.0,113.41227,182.14722,2.402172
457.0,114.7776,184.5556,2.4118454
458.0,115.99284,186.94257,2.416954
459.0,117.03624,189.36687,2.4183524
460.0,117.902466,191.78462,2.4154215
461.0,118.56801,194.18845,2.4063358
462.0,119.05203,196.61417,2.3885198
463.0,119.31196,198.94226,2.3590853
464.0,119.37843,201.31877,2.3151855
465.0,119.21887,203.58548,2.2542427
466.0,118.83537,205.79065,2.1742039
467.0,118.245056,207.93327,2.0738091
468.0,117.41267,209.93048,1.9529157
469.0,116.36174,211.82562,1.8126984
470.0,115.11059,213.56851,1.655719
471.0,113.63796,215.12846,1.4856937
472.0,111.98253,216.53638,1.3071842
473.0,110.10672,217.71611,1.1250759
474.0,108.10285,218.76389,0.9441993
475.0,105.94517,219.63162,0.76889217
476.0,103.64574,220.30307,0.60274935
477.0,101.22566,220.80911,0.4481938
478.0,98.73845,221.20319,0.30598867
479.0,96.163086,221.42642,0.17430544
480.0,93.549225,221.51805,0.047790527
481.0,90.91557,221.50156,-0.08235967
482.0,88.25689,221.34677,-0.22527003
483.0,85.61147,221.01453,-0.38455117
484.0,82.99643,220.5604,-0.5546007
485.0,80.419235,219.92657,-0.7246267
486.0,77.87637,219.10619,-0.8869508
487.0,75.403625,218.14365,-1.0410085
488.0,72.98665,217.04178,-1.1901431
489.0,70.64444,215.77951,-1.3362832
490.0,68.38349,214.35767,-1.4773327
491.0,66.1958,212.80295,-1.6082597
492.0,64.09929,211.14166,-1.7241274
493.0,62.078014,209.36581,-1.8225722
494.0,60.151825,207.48509,-1.904425
495.0,58.315895,205.5889,-1.9724543
496.0,56.542313,203.55725,-2.0296526
497.0,54.85555,201.49042,-2.0781417
498.0,53.257305,199.38762,-2.1190157
499.0,51.73624,197.27058,-2.1526372
500.0,50.289795,195.11226,-2.1790843
501.0,48.90961,192.90929,-2.198494
502.0,47.608765,190.72916,-2.2113438
503.0,46.371124,188.4826,-2.2185867
504.0,45.198837,186.2786,-2.2216418
505.0,44.091774,184.05832,-2.2222881
506.0,43.050575,181.83774,-2.2223477
507.0,42.06495,179.6257,-2.2233496
508.0,41.13699,177.35619,-2.2261298
509.0,40.27442,175.1394,-2.230546
510.0,39.455666,172.89932,-2.235423
511.0,38.695248,170.66864,-2.23873
512.0,37.98918,168.42879,-2.2380564
513.0,37.334263,166.17886,-2.2310958
514.0,36.727787,163.95187,-2.2161942
515.0,36.176506,161.72763,-2.1926298
516.0,35.67285,159.56497,-2.1607592
517.0,35.21734,157.41882,-2.121861
518.0,34.811363,155.29454,-2.0777907
519.0,34.451355,153.26624,-2.0305343
520.0,34.13862,151.26141,-1.9818723
521.0,33.87316,149.26671,-1.9331615
522.0,33.652477,147.36127,-1.8853135
523.0,33.474934,145.51752,-1.8389139
524.0,33.34597,143.6954,-1.7942652
525.0,33.25929,141.92816,-1.7514231
526.0,33.215973,140.17111,-1.7102524
527.0,33.211918,138.48982,-1.6703672
528.0,33.25131,136.831,-1.6312064
529.0,33.328285,135.23456,-1.5920293
530.0,33.44405,133.67258,-1.5519906
531.0,33.599476,132.12187,-1.510179
532.0,33.790775,130.65802,-1.4656991
533.0,34.017494,129.18637,-1.4177096
534.0,34.280357,127.82692,-1.3655356
535.0,34.57421,126.45692,-1.3086989
536.0,34.90486,125.19099,-1.2470281
537.0,35.264507,123.96454,-1.1806912
538.0,35.65618,122.81795,-1.1103015
539.0,36.076965,121.75726,-1.0369089
540.0,36.52644,120.77243,-0.96204114
541.0,37.000874,119.825325,-0.88762784
542.0,37.504837,118.98696,-0.8158045
543.0,38.039146,118.21268,-0.748577
544.0,38.597046,117.49926,-0.68729067
545.0,39.180542,116.843834,-0.6320931
546.0,39.784683,116.24783,-0.581637
547.0,40.412605,115.719696,-0.53342056
548.0,41.06326,115.17712,-0.48500323
549.0,41.739056,114.74576,-0.43544495
550.0,42.433987,114.34607,-0.38592327
551.0,43.148632,113.98467,-0.3388114
552.0,43.882614,113.69934,-0.2956407
553.0,44.631374,113.39491,-0.2553274
554.0,45.4024,113.178345,-0.21390373
555.0,46.185932,113.00108,-0.16630775
556.0,46.990887,112.87337,-0.10910493
557.0,47.807415,112.815895,-0.04270649
558.0,48.635,112.80512,0.028694391
559.0,49.475998,112.8609,0.09936309
560.0,50.33152,113.003456,0.16501045
561.0,51.189163,113.201584,0.22435391
562.0,52.065834,113.46234,0.27856588
563.0,52.945683,113.76616,0.32963967
564.0,53.833992,114.13185,0.379117
565.0,54.728676,114.52959,0.42770922
566.0,55.623463,114.995514,0.47548938
567.0,56.519363,115.49137,0.5222291
568.0,57.418633,116.05333,0.5676416
569.0,58.318287,116.64676,0.6114974
570.0,59.21611,117.29024,0.65365034
571.0,60.110695,117.971016,0.69401497
572.0,60.99455,118.675964,0.732544
573.0,61.879856,119.45366,0.7691888
574.0,62.750233,120.229836,0.80388284
575.0,63.608665,121.0593,0.8365437
576.0,64.45542,121.902725,0.8670683
577.0,65.29314,122.79797,0.8953484
578.0,66.11853,123.73494,0.9212811
579.0,66.92022,124.660385,0.9447895
580.0,67.70334,125.61252,0.9658139
581.0,68.46626,126.57467,0.9843532
582.0,69.211365,127.60418,1.0004501
583.0,69.924736,128.59709,1.0142115
584.0,70.60841,129.61423,1.0258048
585.0,71.27261,130.63953,1.0354649
586.0,71.910324,131.69495,1.0434942
587.0,72.513916,132.75688,1.0502527
588.0,73.08688,133.81876,1.0561593
589.0,73.61853,134.85338,1.0616553
590.0,74.112946,135.90714,1.0671923
591.0,74.568726,136.97276,1.0731835
592.0,74.993935,138.06146,1.0799392
593.0,75.38089,139.15363,1.0875876
594.0,75.720116,140.24364,1.0959672
595.0,76.02008,141.34048,1.1045034
596.0,76.27571,142.4372,1.1120983
597.0,76.489265,143.55292,1.1170635
598.0,76.65619,144.66791,1.117159
599.0,76.77789,145.7781,1.109812
600.0,76.856606,146.89964,1.092511
601.0,76.88458,147.9523,1.0633779
602.0,76.86896,149.00235,1.0217017
603.0,76.804276,149.9842,0.96831036
604.0,76.69829,150.93942,0.90556985
605.0,76.53765,151.79321,0.8370213
606.0,76.34203,152.60732,0.7667976
607.0,76.09508,153.33853,0.69900435
608.0,75.80617,154.02043,0.6372128
609.0,75.47027,154.63412,0.5841894
610.0,75.08175,155.17084,0.54163
611.0,74.66609,155.71106,0.50981903
612.0,74.202774,156.20273,0.48701084
613.0,73.70947,156.68631,0.46896517
614.0,73.1723,157.15305,0.44941688
615.0,72.596664,157.58713,0.42191768
616.0,71.994064,158.00327,0.38222218
617.0,71.35536,158.36075,0.32960725
618.0,70.69492,158.67264,0.26658058
619.0,70.00003,158.88875,0.19745982
620.0,69.295044,159.06793,0.12690568
621.0,68.559555,159.17082,0.058938324
622.0,67.79702,159.18726,-0.003407538
623.0,67.028564,159.15475,-0.057967365
624.0,66.24327,159.06924,-0.10330635
625.0,65.44978,158.95963,-0.13890368
626.0,64.6466,158.7976,-0.16573322
627.0,63.842987,158.63426,-0.18674803
628.0,63.023888,158.39153,-0.20657003
629.0,62.208004,158.18521,-0.23037839
630.0,61.392937,157.9396,-0.26248753
631.0,60.587997,157.67935,-0.30536854
632.0,59.786095,157.33606,-0.35907114
633.0,58.986862,156.94354,-0.42129445
634.0,58.20184,156.47775,-0.48804152
635.0,57.426117,155.94073,-0.55485284
636.0,56.66721,155.37273,-0.61816525
637.0,55.92459,154.68896,-0.6763067
638.0,55.19508,154.01639,-0.72977394
639.0,54.483276,153.29083,-0.78063923
640.0,53.78753,152.46408,-0.831562
641.0,53.11187,151.5994,-0.884633
642.0,52.464073,150.68297,-0.94050664
643.0,51.840054,149.73553,-0.99799657
644.0,51.2269,148.72018,-1.0539858
645.0,50.63013,147.64333,-1.1036105
646.0,50.07071,146.53415,-1.1404909
647.0,49.537125,145.366,-1.1570038
648.0,49.017418,144.21333,-1.1447879
649.0,48.574883,143.1203,-1.0957755
650.0,48.061283,142.12686,-1.0038449
651.0,48.02219,141.15193,-0.8668181
652.0,48.77548,140.38892,-0.6881275
653.0,50.199303,139.81888,-0.47681475
654.0,52.220882,139.44131,-0.24506319
655.0,54.793774,139.34036,-0.0048832297
656.0,57.849358,139.47183,0.23457783
657.0,61.374626,139.81784,0.468499
658.0,65.379166,140.43741,0.69671434
659.0,69.808624,141.26202,0.9228838
660.0,74.65941,142.3075,1.1533207
661.0,79.92766,143.57584,1.3955977
662.0,85.56201,145.11479,1.6575373
663.0,91.56105,146.93549,1.9459486
664.0,97.93332,149.06454,2.2654567
665.0,104.62143,151.50967,2.6171043
666.0,111.63219,154.33246,2.9979415
667.0,118.905014,157.56146,3.4014473
668.0,126.42913,161.18155,3.8190064
669.0,134.12491,165.22296,4.2415333
670.0,141.9605,169.70209,4.6605034
671.0,149.87659,174.57721,5.0686245
672.0,157.76907,179.86597,5.459706
