t,Ip,Ii,ft
563.0,52.927765,114.1128,-10.284313
564.0,53.8064,114.547806,-10.483842
565.0,54.700714,114.96975,-10.68516
566.0,55.592644,115.38846,-10.886812
567.0,56.494995,115.836426,-11.0872
568.0,57.388805,116.28458,-11.286407
569.0,58.293076,116.78918,-11.485316
570.0,59.184875,117.32808,-11.683851
571.0,60.07821,117.94032,-11.880949
572.0,60.95977,118.572426,-12.075447
573.0,61.84153,119.307045,-12.266775
574.0,62.71511,120.06116,-12.454973
575.0,63.574615,120.84952,-12.640376
576.0,64.42491,121.69731,-12.823099
577.0,65.26387,122.59667,-13.002821
578.0,66.08111,123.48651,-13.178745
579.0,66.88283,124.44527,-13.349953
580.0,67.66964,125.46307,-13.515591
581.0,68.422775,126.463844,-13.675245
582.0,69.16847,127.516174,-13.828798
583.0,69.877106,128.57475,-13.976325
584.0,70.561516,129.62857,-14.117828
585.0,71.23536,130.7594,-14.253133
586.0,71.86165,131.82907,-14.381813
587.0,72.47308,132.97261,-14.50329
588.0,73.03476,134.04839,-14.616922
589.0,73.57343,135.14923,-14.722128
590.0,74.06326,136.23022,-14.818449
591.0,74.53165,137.32755,-14.905592
592.0,74.941895,138.38004,-14.983437
593.0,75.33571,139.45886,-15.05196
594.0,75.68437,140.52882,-15.11121
595.0,75.981674,141.5849,-15.16119
596.0,76.23761,142.62604,-15.201815
597.0,76.44824,143.66434,-15.232836
598.0,76.61461,144.66736,-15.253891
599.0,76.73361,145.65895,-15.264557
600.0,76.8179,146.67734,-15.264486
601.0,76.8472,147.6465,-15.253544
602.0,76.83828,148.59534,-15.231914
603.0,76.78116,149.52948,-15.200064
604.0,76.66558,150.41882,-15.158545
605.0,76.507935,151.27878,-15.107695
606.0,76.30782,152.11743,-15.047285
607.0,76.05942,152.90456,-14.97653
608.0,75.765976,153.65414,-14.894606
609.0,75.432816,154.40039,-14.801716
610.0,75.05397,155.08353,-14.699949
611.0,74.63898,155.73825,-14.592379
612.0,74.17688,156.31088,-14.4796915
613.0,73.67436,156.82065,-14.357265
614.0,73.13495,157.25684,-14.219601
615.0,72.56332,157.63068,-14.069813
616.0,71.96765,157.91083,-13.918352
617.0,71.34986,158.17418,-13.769995
618.0,70.68216,158.36891,-13.619965
619.0,69.98549,158.53934,-13.46164
620.0,69.25802,158.6732,-13.292436
621.0,68.51271,158.78244,-13.113944
622.0,67.75737,158.86223,-12.929956
623.0,66.997635,158.92056,-12.74469
624.0,66.21443,158.86192,-12.561178
625.0,65.431305,158.8036,-12.380275
626.0,64.63071,158.65015,-12.200844
627.0,63.81726,158.52748,-12.020791
628.0,62.998207,158.26984,-11.83843
629.0,62.178062,157.93486,-11.653292
630.0,61.371803,157.60951,-11.466782
631.0,60.565483,157.25339,-11.281185
632.0,59.7593,156.86226,-11.099102
633.0,58.972267,156.48166,-10.922382
634.0,58.189163,156.05832,-10.751562
635.0,57.41445,155.6413,-10.585892
636.0,56.651577,155.14801,-10.423589
637.0,55.910683,154.61087,-10.2625675
638.0,55.17271,154.03046,-10.101382
639.0,54.456535,153.32791,-9.941182
640.0,53.780804,152.58405,-9.786127
641.0,53.119175,151.76639,-9.641554
642.0,52.47217,150.88242,-9.509932
643.0,51.831654,149.93668,-9.387883
644.0,51.21875,148.96802,-9.267927
645.0,50.614376,148.02342,-9.143278
646.0,50.03328,147.04318,-9.011978
647.0,49.493885,146.1148,-8.877836
648.0,49.016426,145.19908,-8.75048
649.0,48.54902,144.35202,-8.647987
650.0,48.106544,143.47498,-8.601408
651.0,48.08213,142.70386,-8.651455
652.0,48.74864,141.96127,-8.830986
653.0,50.144547,141.32098,-9.152016
654.0,52.161358,140.82788,-9.611773
655.0,54.681152,140.50746,-10.203828
656.0,57.729412,140.32909,-10.920959
657.0,61.245293,140.43488,-11.753361
658.0,65.22998,140.73528,-12.689372
659.0,69.61156,141.2941,-13.718065
660.0,74.41676,142.14244,-14.832348
661.0,79.62627,143.35257,-16.029343
662.0,85.254944,144.82037,-17.30968
663.0,91.26988,146.65146,-18.674791
664.0,97.65242,148.8402,-20.12484
665.0,104.32353,151.38327,-21.65531
666.0,111.37378,154.31244,-23.255573
667.0,118.65032,157.66205,-24.909012
668.0,126.14999,161.32947,-26.597778
669.0,133.8379,165.4404,-28.309074
670.0,141.6565,169.89389,-30.036827
671.0,149.59308,174.70616,-31.778147
672.0,157.51993,179.89847,-33.525192
673.0,165.38258,185.45595,-35.26064
674.0,173.0489,191.39345,-36.958
675.0,180.47183,197.62962,-38.588272
676.0,187.55536,204.25008,-40.12425
677.0,194.18587,211.12468,-41.544315
678.0,200.30719,218.23439,-42.83124
679.0,205.82831,225.58583,-43.970238
680.0,210.62184,233.08264,-44.946148
681.0,214.62645,240.65189,-45.742218
682.0,217.7313,248.22884,-46.339443
683.0,219.8653,255.75528,-46.71785
684.0,220.99384,263.17627,-46.859085
685.0,221.06479,270.36588,-46.750473
686.0,220.09276,277.32513,-46.389122
687.0,218.12292,283.94745,-45.785248
688.0,215.18552,290.22736,-44.962524
689.0,211.35597,296.09308,-43.952904
690.0,206.7015,301.54758,-42.78725
