t,Ip,Ii,ft
392.0,41.16239,237.97543,-5.2807007
393.0,40.715168,233.95578,-5.246231
394.0,40.285694,230.14148,-5.215785
395.0,39.882214,226.36868,-5.189431
396.0,39.50304,222.65945,-5.1672783
397.0,39.147007,219.01633,-5.149459
398.0,38.817184,215.5347,-5.1361647
399.0,38.50545,212.11505,-5.1276426
400.0,38.2273,208.72656,-5.124235
401.0,37.980957,205.48004,-5.126381
402.0,37.76014,202.3056,-5.1346455
403.0,37.5807,199.20267,-5.149701
404.0,37.43457,196.19296,-5.172347
405.0,37.337788,193.27328,-5.2034826
406.0,37.285748,190.38916,-5.244094
407.0,37.284103,187.60655,-5.295227
408.0,37.3406,184.87567,-5.3579493
409.0,37.45666,182.23651,-5.4333153
410.0,37.63409,179.68335,-5.5223455
411.0,37.886967,177.16006,-5.625972
412.0,38.212196,174.74567,-5.745018
413.0,38.609005,172.43448,-5.880211
414.0,39.086105,170.12323,-6.0321255
415.0,39.64182,167.95221,-6.201243
416.0,40.282913,165.87206,-6.3878937
417.0,41.008347,163.87134,-6.5923414
418.0,41.812634,161.99783,-6.8146973
419.0,42.705173,160.22162,-7.055025
420.0,43.682125,158.53397,-7.31325
421.0,44.74336,157.00218,-7.5892277
422.0,45.894318,155.59798,-7.8827124
423.0,47.123566,154.33633,-8.193447
424.0,48.44153,153.2071,-8.521124
425.0,49.83902,152.18661,-8.865567
426.0,51.325607,151.33533,-9.22664
427.0,52.88697,150.62271,-9.6043825
428.0,54.531067,149.99478,-9.99877
429.0,56.24999,149.51193,-10.409705
430.0,58.048943,149.15308,-10.83661
431.0,59.91598,148.92282,-11.2785225
432.0,61.845444,148.76555,-11.733968
433.0,63.84712,148.74655,-12.201446
434.0,65.91372,148.83643,-12.679646
435.0,68.037735,149.06021,-13.167904
436.0,70.21713,149.44096,-13.665943
437.0,72.43436,149.90192,-14.173515
438.0,74.705925,150.54208,-14.689954
439.0,77.0121,151.34462,-15.213652
440.0,79.348785,152.24982,-15.742465
441.0,81.70444,153.31415,-16.273884
442.0,84.07151,154.51797,-16.80574
443.0,86.460266,155.87073,-17.336178
444.0,88.84015,157.32877,-17.863697
445.0,91.20354,158.9143,-18.386566
446.0,93.542816,160.58113,-18.902672
447.0,95.853424,162.39835,-19.409334
448.0,98.13144,164.29529,-19.903847
449.0,100.34806,166.29567,-20.383741
450.0,102.47826,168.33635,-20.84711
451.0,104.56469,170.48515,-21.292025
452.0,106.551384,172.68869,-21.716122
453.0,108.4447,174.95157,-22.116144
454.0,110.21126,177.22635,-22.488438
455.0,111.85893,179.54709,-22.82964
456.0,113.38513,181.89026,-23.137337
457.0,114.75099,184.24635,-23.409948
458.0,115.96808,186.64163,-23.646137
459.0,117.02272,189.04024,-23.844074
460.0,117.8754,191.45341,-24.001335
461.0,118.55467,193.86005,-24.115211
462.0,119.04219,196.32327,-24.183264
463.0,119.30749,198.7306,-24.203579
464.0,119.36478,201.1155,-24.174843
465.0,119.201324,203.45953,-24.09618
466.0,118.81944,205.7064,-23.967125
467.0,118.2104,207.85551,-23.78759
468.0,117.383575,209.89886,-23.558018
469.0,116.35196,211.83249,-23.279346
470.0,115.08045,213.5805,-22.95317
471.0,113.60074,215.17993,-22.581554
472.0,111.94059,216.61986,-22.167137
473.0,110.083664,217.86809,-21.71296
474.0,108.07227,218.98059,-21.222576
475.0,105.90466,219.88779,-20.699936
476.0,103.59999,220.59995,-20.149525
477.0,101.18285,221.1199,-19.57614
478.0,98.68884,221.51175,-18.984928
479.0,96.11725,221.72054,-18.380974
480.0,93.50246,221.75217,-17.769423
481.0,90.871155,221.6192,-17.154919
482.0,88.21654,221.33026,-16.541832
483.0,85.5681,220.8948,-15.933863
484.0,82.9545,220.336,-15.334258
485.0,80.37158,219.61281,-14.745718
486.0,77.83179,218.7354,-14.170652
487.0,75.34784,217.75552,-13.61122
488.0,72.938126,216.63281,-13.069406
489.0,70.596344,215.35641,-12.547027
490.0,68.32741,213.89642,-12.045145
491.0,66.147934,212.38228,-11.564243
492.0,64.05282,210.71063,-11.104192
493.0,62.031708,208.92366,-10.664917
494.0,60.101814,207.03416,-10.246558
495.0,58.260654,205.13184,-9.84948
496.0,56.494602,203.16281,-9.473705
497.0,54.810833,201.17798,-9.118615
498.0,53.212242,199.18866,-8.782972
499.0,51.693577,197.19623,-8.465535
500.0,50.244255,195.15843,-8.165577
501.0,48.869656,193.06133,-7.8830633
502.0,47.56359,190.90874,-7.618145
503.0,46.32977,188.72333,-7.3707104
504.0,45.158504,186.46909,-7.140007
505.0,44.05273,184.1913,-6.9249086
506.0,43.00776,181.87997,-6.7240477
507.0,42.02596,179.56079,-6.5362816
508.0,41.097797,177.19812,-6.3608217
509.0,40.231876,174.86702,-6.1973953
510.0,39.418247,172.54523,-6.046137
