t,Ip,Ii,gt
494.0,60.10992,207.03923,-1.7774445
495.0,58.28833,205.24258,-1.8527498
496.0,56.55099,203.32446,-1.928543
497.0,54.879845,201.36029,-2.000148
498.0,53.269745,199.32243,-2.0637007
499.0,51.73197,197.23483,-2.1166291
500.0,50.26857,195.11452,-2.156404
501.0,48.883163,192.90926,-2.179878
502.0,47.5699,190.72838,-2.185488
503.0,46.33452,188.56366,-2.1768444
504.0,45.169273,186.37598,-2.1637425
505.0,44.072327,184.2315,-2.1584308
506.0,43.033234,182.05147,-2.1693122
507.0,42.05345,179.85336,-2.1969457
508.0,41.128376,177.64935,-2.234782
509.0,40.256428,175.3898,-2.2729082
510.0,39.437763,173.09717,-2.3016207
511.0,38.669685,170.77368,-2.3133736
512.0,37.954617,168.46297,-2.3036695
513.0,37.296745,166.18533,-2.2716842
514.0,36.70076,163.9191,-2.2204626
515.0,36.15988,161.7225,-2.1561437
516.0,35.660934,159.61115,-2.0863118
517.0,35.205788,157.54243,-2.0182471
518.0,34.80351,155.56918,-1.9577487
519.0,34.44053,153.624,-1.908561
520.0,34.124798,151.73067,-1.8722706
521.0,33.850487,149.87517,-1.8484011
522.0,33.626633,148.0183,-1.834707
523.0,33.451317,146.18396,-1.8275335
524.0,33.32606,144.3748,-1.8223029
525.0,33.244545,142.54178,-1.8141446
526.0,33.2102,140.73259,-1.7986444
527.0,33.21263,138.94766,-1.772614
528.0,33.250786,137.18864,-1.7346479
529.0,33.323402,135.48434,-1.6851819
530.0,33.43193,133.81818,-1.6260644
531.0,33.579376,132.22215,-1.5599
532.0,33.7673,130.69675,-1.4894663
533.0,33.99681,129.24861,-1.4172626
534.0,34.263752,127.870834,-1.3453053
535.0,34.568054,126.54253,-1.2749903
536.0,34.89883,125.309135,-1.2071033
537.0,35.26197,124.139694,-1.1418569
538.0,35.65387,123.02734,-1.0790267
539.0,36.07378,121.974884,-1.0180743
540.0,36.521217,120.99319,-0.958313
541.0,36.995445,120.06346,-0.8990625
542.0,37.498314,119.18773,-0.83976245
543.0,38.032677,118.36876,-0.7800652
544.0,38.588192,117.62305,-0.7198682
545.0,39.175945,116.93022,-0.65937746
546.0,39.78311,116.298164,-0.5991293
547.0,40.416092,115.71322,-0.54009545
548.0,41.06853,115.202835,-0.4837017
549.0,41.743355,114.735664,-0.43164003
550.0,42.431896,114.32091,-0.38520634
551.0,43.137135,113.95503,-0.3443091
552.0,43.869446,113.62825,-0.30667686
553.0,44.624443,113.330864,-0.26796645
554.0,45.397324,113.08423,-0.22282535
555.0,46.184677,112.87676,-0.16661179
556.0,46.989197,112.75142,-0.0972299
557.0,47.80211,112.68721,-0.016525388
558.0,48.633125,112.714005,0.06974816
559.0,49.471848,112.82518,0.15372694
560.0,50.324455,113.01448,0.22834778
561.0,51.184044,113.27948,0.28973043
562.0,52.057858,113.61545,0.33799803
563.0,52.935257,113.95703,0.37631738
564.0,53.822216,114.34073,0.40907347
565.0,54.714363,114.76372,0.4401828
566.0,55.606304,115.20307,0.47221684
567.0,56.502983,115.70554,0.5063251
568.0,57.40418,116.232056,0.54261005
569.0,58.300957,116.801285,0.5806166
570.0,59.195526,117.394424,0.61968535
571.0,60.09091,118.03299,0.6591783
572.0,60.976288,118.73235,0.69855624
573.0,61.853264,119.43228,0.7373963
574.0,62.733925,120.21099,0.7753657
575.0,63.589108,120.990204,0.8122057
576.0,64.44304,121.82144,0.84769475
577.0,65.27758,122.69442,0.8816409
578.0,66.09566,123.57463,0.9138547
579.0,66.905594,124.51963,0.9441674
580.0,67.68351,125.47214,0.9723984
581.0,68.44847,126.45766,0.99839306
582.0,69.18785,127.45375,1.0219976
583.0,69.90277,128.47595,1.0430837
584.0,70.59271,129.53323,1.0615429
585.0,71.25662,130.61563,1.0772967
586.0,71.885155,131.68076,1.0902897
587.0,72.489815,132.79796,1.1004918
588.0,73.06198,133.89816,1.1078908
589.0,73.59436,134.99893,1.1124771
590.0,74.09529,136.1171,1.1142378
591.0,74.55404,137.21838,1.1131426
592.0,74.98096,138.34773,1.1091363
593.0,75.36563,139.44519,1.1021415
594.0,75.70552,140.53394,1.092062
595.0,76.00922,141.62827,1.0788196
596.0,76.26401,142.68784,1.0623899
597.0,76.483215,143.7633,1.0428716
598.0,76.651726,144.7912,1.0205421
599.0,76.773575,145.78117,0.9959072
600.0,76.850876,146.77023,0.96967506
601.0,76.88855,147.73712,0.94266117
602.0,76.86759,148.65694,0.9155687
603.0,76.806694,149.55386,0.888739
604.0,76.70516,150.44876,0.8619041
605.0,76.54541,151.28558,0.8341208
606.0,76.34207,152.13712,0.8039021
607.0,76.08951,152.90549,0.7696498
608.0,75.79984,153.6585,0.7301704
609.0,75.4718,154.36539,0.6851294
610.0,75.09161,155.02417,0.6352011
611.0,74.663864,155.62631,0.5819149
612.0,74.208954,156.20793,0.52728546
613.0,73.70586,156.68658,0.47344625
614.0,73.161285,157.12825,0.42232287
615.0,72.5986,157.54233,0.37546825
616.0,71.99617,157.88913,0.33391774
617.0,71.3767,158.22348,0.29794562
618.0,70.720505,158.50813,0.26661956
619.0,70.02492,158.76897,0.23729897
620.0,69.29419,158.99078,0.20577705
621.0,68.533066,159.19778,0.16732186
622.0,67.75107,159.32944,0.11820346
623.0,66.96738,159.41345,0.056759655
624.0,66.19832,159.42628,-0.016219437
625.0,65.4496,159.4007,-0.09781748
626.0,64.67639,159.2508,-0.1836968
627.0,63.889355,159.03415,-0.26904345
628.0,63.070404,158.73865,-0.34931314
629.0,62.22812,158.31442,-0.42069507
630.0,61.384583,157.89256,-0.48020458
631.0,60.54422,157.37708,-0.52556205
632.0,59.729385,156.84941,-0.5551044
633.0,58.93885,156.28343,-0.5679866
634.0,58.16646,155.69092,-0.56488264
635.0,57.421265,155.14069,-0.54918003
636.0,56.68134,154.57368,-0.5281311
637.0,55.94429,154.03795,-0.5128062
638.0,55.2179,153.55838,-0.5157303
639.0,54.49485,153.00432,-0.54623324
640.0,53.78638,152.41782,-0.6060774
641.0,53.109436,151.77527,-0.68845826
642.0,52.458466,151.04169,-0.7810642
643.0,51.83137,150.2297,-0.870896
644.0,51.225433,149.29291,-0.9479146
645.0,50.628082,148.30035,-1.0064374
646.0,50.06269,147.26297,-1.0445639
647.0,49.54789,146.2184,-1.0621825
648.0,49.080765,145.14261,-1.0584102
649.0,48.660797,144.09914,-1.0295836
650.0,48.055393,143.04909,-0.969651
651.0,48.091846,142.1469,-0.87349975
652.0,48.75772,141.32657,-0.74087906
653.0,50.20698,140.6755,-0.57684314
654.0,52.24908,140.20752,-0.38857293
655.0,54.74385,139.90625,-0.18212777
656.0,57.792923,139.82574,0.039066613
657.0,61.306694,139.96344,0.2739727
658.0,65.295235,140.35965,0.5232461
659.0,69.716125,140.9997,0.78832144
660.0,74.56288,141.91751,1.070854
661.0,79.825676,143.12558,1.3720485
662.0,85.483444,144.66493,1.6922445
663.0,91.4889,146.5263,2.0304193
664.0,97.85834,148.73082,2.384301
665.0,104.53197,151.31317,2.7505512
666.0,111.52399,154.2189,3.1255999
667.0,118.79268,157.56122,3.5062134
668.0,126.321434,161.27039,3.8899646
669.0,134.03406,165.34738,4.2752438
670.0,141.89882,169.80869,4.660632
671.0,149.83752,174.66557,5.044221
672.0,157.7431,179.8895,5.422631
673.0,165.59064,185.51376,5.790714
674.0,173.24805,191.46506,6.141733
675.0,180.62927,197.785,6.468508
676.0,187.67502,204.39445,6.764019
677.0,194.30663,211.29506,7.022104
678.0,200.42749,218.4121,7.237198
679.0,205.94905,225.74808,7.4038577
680.0,210.7911,233.1777,7.516219
681.0,214.83604,240.7136,7.5680027
682.0,217.98228,248.31587,7.5532603
683.0,220.14706,255.81842,7.46819
684.0,221.24207,263.1862,7.3134317
